id;modulo;punto;capa;fase;tipo;estado_dev;estado_config;estado_global;notas
11.01;11. Asistencia, turnos y marcación;Mis turnos / mi asistencia;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.02;11. Asistencia, turnos y marcación;Marcación libre / en lugar / temporal;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.03;11. Asistencia, turnos y marcación;Prefichada Geopop;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.04;11. Asistencia, turnos y marcación;Objetivos y servicios;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.05;11. Asistencia, turnos y marcación;Turnos supervisados;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.06;11. Asistencia, turnos y marcación;Escaneo DNI / QR para marcación;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.07;11. Asistencia, turnos y marcación;Novedades e historial de asistencia;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.08;11. Asistencia, turnos y marcación;Marcas fuera de rango;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.09;11. Asistencia, turnos y marcación;Domingos adicionales;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.10;11. Asistencia, turnos y marcación;CRUD turnos (API);A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.11;11. Asistencia, turnos y marcación;Panel supervisores ECR;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §11
11.QA;11. Asistencia, turnos y marcación;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
11.SEC;11. Asistencia, turnos y marcación;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
11.UX;11. Asistencia, turnos y marcación;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
11.ADM;11. Asistencia, turnos y marcación;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
11.DOC;11. Asistencia, turnos y marcación;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
12.01;12. Ausentismos;Solicitar ausentismo;U A S;Vertical opcional;Funcional;hecho;hecho;desarrollado_y_configurado;Ola 17
12.02;12. Ausentismos;Aprobar / rechazar ausentismo;U A S;Vertical opcional;Funcional;hecho;hecho;desarrollado_y_configurado;Ola 17
12.03;12. Ausentismos;Reporte de ausentismos;A S;Vertical opcional;Funcional;hecho;hecho;desarrollado_y_configurado;Ola 17
12.04;12. Ausentismos;Integración ausentismo ECR;S;Vertical opcional;Funcional;diferido;diferido;diferido;ECR diferible ola 17
12.QA;12. Ausentismos;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;hecho;n/a;desarrollado_y_configurado;Ola 17
12.SEC;12. Ausentismos;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;hecho;n/a;desarrollado_y_configurado;Ola 17
12.UX;12. Ausentismos;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;hecho;n/a;desarrollado_y_configurado;Ola 17
12.ADM;12. Ausentismos;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;hecho;n/a;desarrollado_y_configurado;Ola 17
12.DOC;12. Ausentismos;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;parcial;n/a;parcial;Rutas Express documentadas en código
13.01;13. Licencias y vacaciones;Solicitar licencia;U A S;Vertical opcional;Funcional;hecho;hecho;desarrollado_y_configurado;Ola 17
13.02;13. Licencias y vacaciones;Aprobar / rechazar / editar licencia;U A S;Vertical opcional;Funcional;hecho;hecho;desarrollado_y_configurado;Ola 17
13.03;13. Licencias y vacaciones;Consultar saldos y licencias devengadas;U A S;Vertical opcional;Funcional;hecho;hecho;desarrollado_y_configurado;Ola 17
13.04;13. Licencias y vacaciones;Reportes de licencias;A S;Vertical opcional;Funcional;hecho;hecho;desarrollado_y_configurado;Ola 17
13.05;13. Licencias y vacaciones;Módulo vacaciones;U A S;Vertical opcional;Funcional;hecho;hecho;desarrollado_y_configurado;Ola 17
13.QA;13. Licencias y vacaciones;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;hecho;n/a;desarrollado_y_configurado;Ola 17
13.SEC;13. Licencias y vacaciones;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;hecho;n/a;desarrollado_y_configurado;Ola 17
13.UX;13. Licencias y vacaciones;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;hecho;n/a;desarrollado_y_configurado;Ola 17
13.ADM;13. Licencias y vacaciones;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;hecho;n/a;desarrollado_y_configurado;Ola 17
13.DOC;13. Licencias y vacaciones;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;parcial;n/a;parcial;Rutas Express documentadas en código
14.01;14. RRHH / legajo digital (PeopleCare);Ficha de colaborador;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.02;14. RRHH / legajo digital (PeopleCare);Domicilios;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.03;14. RRHH / legajo digital (PeopleCare);Familiares;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.04;14. RRHH / legajo digital (PeopleCare);Obra social;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.05;14. RRHH / legajo digital (PeopleCare);Datos bancarios;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.06;14. RRHH / legajo digital (PeopleCare);Ficha médica;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.07;14. RRHH / legajo digital (PeopleCare);Contratos / monotributo;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.08;14. RRHH / legajo digital (PeopleCare);Carrera y habilidades;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.09;14. RRHH / legajo digital (PeopleCare);Estados, líderes y clasificaciones;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.10;14. RRHH / legajo digital (PeopleCare);Catálogos RRHH;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §14
14.QA;14. RRHH / legajo digital (PeopleCare);Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
14.SEC;14. RRHH / legajo digital (PeopleCare);Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
14.UX;14. RRHH / legajo digital (PeopleCare);UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
14.ADM;14. RRHH / legajo digital (PeopleCare);Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
14.DOC;14. RRHH / legajo digital (PeopleCare);OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
15.01;15. Encuestas e inspecciones;Armar cuestionario con IA;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
15.02;15. Encuestas e inspecciones;Publicar encuesta a empleados;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §15 | Ola5 nucleo 2026-07-27
15.03;15. Encuestas e inspecciones;Medición de participación completa;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §15 | Ola5 nucleo 2026-07-27
15.04;15. Encuestas e inspecciones;Agenda / ejecución de encuestas;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
15.05;15. Encuestas e inspecciones;Tipos de pregunta;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §15 | Ola5 nucleo 2026-07-27
15.06;15. Encuestas e inspecciones;Check-in / check-out facility;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
15.07;15. Encuestas e inspecciones;Sincronización offline de encuestas;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
15.08;15. Encuestas e inspecciones;Resultados de encuestas;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §15 | Ola5 nucleo 2026-07-27
15.09;15. Encuestas e inspecciones;Encuestas embebidas en publicaciones;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
15.10;15. Encuestas e inspecciones;Envío respuesta encuesta (API);S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §15 | Ola5 nucleo 2026-07-27
15.11;15. Encuestas e inspecciones;Admin de encuestas externo;A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
15.12;15. Encuestas e inspecciones;Variantes CODESAC / pedidos en encuesta;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
15.QA;15. Encuestas e inspecciones;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;en_curso;n/a;en_curso;Ola5 smoke pendiente
15.SEC;15. Encuestas e inspecciones;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
15.UX;15. Encuestas e inspecciones;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
15.ADM;15. Encuestas e inspecciones;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
15.DOC;15. Encuestas e inspecciones;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
16.01;16. Onboarding;Offboarding;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §16
16.02;16. Onboarding;Procesos de onboarding;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §16
16.03;16. Onboarding;Encuestas de onboarding;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §16
16.04;16. Onboarding;Incorporaciones (admin);A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §16
16.QA;16. Onboarding;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
16.SEC;16. Onboarding;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
16.UX;16. Onboarding;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
16.ADM;16. Onboarding;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
16.DOC;16. Onboarding;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
17.01;17. Documentos;Mis documentos;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §17 | Ola5 nucleo 2026-07-27
17.02;17. Documentos;Gestión documental (admin);A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §17 | Ola5 nucleo 2026-07-27
17.03;17. Documentos;Firma de documentos;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
17.04;17. Documentos;Descarga / proxy de documentos;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §17 | Ola5 nucleo 2026-07-27
17.05;17. Documentos;Integración documentos SAP;S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
17.06;17. Documentos;Reporte de descargas;A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
17.QA;17. Documentos;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;en_curso;n/a;en_curso;Ola5 smoke pendiente
17.SEC;17. Documentos;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
17.UX;17. Documentos;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
17.ADM;17. Documentos;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
17.DOC;17. Documentos;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
18.01;18. Beneficios, billetera y recompensas;Catálogo de beneficios;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §18
18.02;18. Beneficios, billetera y recompensas;Billetera;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §18
18.03;18. Beneficios, billetera y recompensas;Pagos y transferencias;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §18
18.04;18. Beneficios, billetera y recompensas;Premios / rewards;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §18
18.05;18. Beneficios, billetera y recompensas;Integración Claro / YoClaro;S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §18
18.06;18. Beneficios, billetera y recompensas;Beneficios como tipo de publicación;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §18
18.QA;18. Beneficios, billetera y recompensas;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
18.SEC;18. Beneficios, billetera y recompensas;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
18.UX;18. Beneficios, billetera y recompensas;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
18.ADM;18. Beneficios, billetera y recompensas;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
18.DOC;18. Beneficios, billetera y recompensas;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
19.01;19. Alarmas;Crear / actualizar / cancelar alarma;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §19
19.02;19. Alarmas;Listado y pedidos de alarmas;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §19
19.03;19. Alarmas;Renombre por empresa;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §19
19.QA;19. Alarmas;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
19.SEC;19. Alarmas;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
19.UX;19. Alarmas;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
19.ADM;19. Alarmas;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
19.DOC;19. Alarmas;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
20.01;20. Pedidos internos;Pedidos del usuario;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §20
20.02;20. Pedidos internos;ABM pedidos (admin);A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §20
20.QA;20. Pedidos internos;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
20.SEC;20. Pedidos internos;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
20.UX;20. Pedidos internos;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
20.ADM;20. Pedidos internos;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
20.DOC;20. Pedidos internos;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
21.01;21. Datos útiles / directorio / teléfonos;Datos útiles / agenda laboral;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §21
21.02;21. Datos útiles / directorio / teléfonos;Directorio de contactos API;S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §21
21.03;21. Datos útiles / directorio / teléfonos;Teléfonos (admin);A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §21
21.04;21. Datos útiles / directorio / teléfonos;Mapa / ubicación de contactos;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §21
21.QA;21. Datos útiles / directorio / teléfonos;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
21.SEC;21. Datos útiles / directorio / teléfonos;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
21.UX;21. Datos útiles / directorio / teléfonos;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
21.ADM;21. Datos útiles / directorio / teléfonos;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
21.DOC;21. Datos útiles / directorio / teléfonos;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
22.01;22. Farmacias y horarios de terminal;Farmacias de turno;U A S;Diferido / no núcleo;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §22
22.02;22. Farmacias y horarios de terminal;Horarios de terminal;U A S;Diferido / no núcleo;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §22
22.QA;22. Farmacias y horarios de terminal;Criterios de aceptación del módulo verificados (checklist §);U A S;Diferido / no núcleo;Calidad;diferido;n/a;diferido;
22.SEC;22. Farmacias y horarios de terminal;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Diferido / no núcleo;Calidad;diferido;n/a;diferido;
22.UX;22. Farmacias y horarios de terminal;UX moderna móvil-primero revisada (§45);U A S;Diferido / no núcleo;Calidad;diferido;n/a;diferido;
22.ADM;22. Farmacias y horarios de terminal;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Diferido / no núcleo;Calidad;diferido;n/a;diferido;
22.DOC;22. Farmacias y horarios de terminal;OpenAPI / notas de contrato del módulo;U A S;Diferido / no núcleo;Calidad;diferido;n/a;diferido;
23.01;23. Supervisor comercial;Tareas comerciales;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §23
23.02;23. Supervisor comercial;Sincronización offline de tareas;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §23
23.03;23. Supervisor comercial;API de asignaciones;S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §23
23.QA;23. Supervisor comercial;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
23.SEC;23. Supervisor comercial;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
23.UX;23. Supervisor comercial;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
23.ADM;23. Supervisor comercial;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
23.DOC;23. Supervisor comercial;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
24.01;24. IA y QR;Chatbot IA con base de conocimientos;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §24
24.02;24. IA y QR;Gestión de base de conocimientos del bot;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §24
24.03;24. IA y QR;Búsqueda por IA;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §24
24.04;24. IA y QR;Asistente de contenido;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §24
24.05;24. IA y QR;Asistente de carga de datos;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §24
24.06;24. IA y QR;Escaneo QR a vista;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §24
24.07;24. IA y QR;Lectura QR DNI;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §24
24.QA;24. IA y QR;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
24.SEC;24. IA y QR;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
24.UX;24. IA y QR;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
24.ADM;24. IA y QR;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
24.DOC;24. IA y QR;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
25.01;25. Modo TV;Reproducción modo TV;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §25
25.02;25. Modo TV;Emparejamiento móvil ↔ TV;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §25
25.03;25. Modo TV;Configuración TV;A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §25
25.04;25. Modo TV;Feed TV;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §25
25.QA;25. Modo TV;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
25.SEC;25. Modo TV;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
25.UX;25. Modo TV;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
25.ADM;25. Modo TV;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
25.DOC;25. Modo TV;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
26.01;26. FAQs y tutoriales (centro de ayuda);Consultar FAQs;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §26
26.02;26. FAQs y tutoriales (centro de ayuda);ABM FAQs;A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §26
26.03;26. FAQs y tutoriales (centro de ayuda);Apartado Tutoriales (U) + ABM (A) — obligatorio en Connectia;A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §26
26.QA;26. FAQs y tutoriales (centro de ayuda);Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
26.SEC;26. FAQs y tutoriales (centro de ayuda);Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
26.UX;26. FAQs y tutoriales (centro de ayuda);UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
